Day,Oil Volume,Well Name
970,2534.00,2
971,2517.00,2
972,2499.00,2
973,2484.00,2
974,2475.00,2
975,2460.00,2
976,2605.00,2
977,2456.00,2
978,2509.00,2
979,2501.00,2
980,2490.00,2
981,2336.00,2
982,2469.00,2
983,2496.00,2
984,2489.00,2
985,2460.00,2
986,2441.00,2
987,2446.00,2
988,2450.00,2
989,2452.00,2
990,2418.00,2
991,2299.00,2
992,2390.00,2
993,2404.00,2
994,2406.00,2
995,2375.00,2
996,2363.00,2
997,2362.00,2
998,2359.00,2
999,2501.00,2
1000,2396.00,2
1001,2069.00,2
1002,2479.00,2
1003,2333.00,2
1004,2307.00,2
1005,2283.00,2
1006,2277.00,2
1007,2270.00,2
1008,2251.00,2
1009,2249.00,2
1010,2245.00,2
1011,90.00,2
1012,0.00,2
1013,749.00,2
1014,3001.00,2
1015,1525.00,2
1016,0.00,2
1017,0.00,2
1018,57.00,2
1019,2706.00,2
1020,2617.00,2
1021,2593.00,2
1022,2551.00,2
1023,2524.00,2
1024,2396.00,2
1025,2377.00,2
1026,2352.00,2
1027,2360.00,2
1028,2379.00,2
1029,2391.00,2
1030,2402.00,2
1031,2386.00,2
1032,2381.00,2
1033,2372.00,2
1034,2389.00,2
1035,3166.00,2
1036,2330.00,2
1037,2330.00,2
1038,2331.00,2
1039,2319.00,2
1040,2174.00,2
1041,2348.00,2
1042,2308.00,2
1043,2299.00,2
1044,2291.00,2
1045,2287.00,2
1046,2315.00,2
1047,2357.00,2
1048,2362.00,2
1049,2357.00,2
1050,2345.00,2
1051,2348.00,2
1052,2345.00,2
1053,2361.00,2
1054,2365.00,2
1055,2350.00,2
1056,2344.00,2
1057,2331.00,2
1058,2350.00,2
1059,2315.00,2
1060,2353.00,2
1061,2360.00,2
1062,2368.00,2
1063,2381.00,2
1064,2036.00,2
1065,2486.00,2
1066,2446.00,2
1067,2405.00,2
1068,2272.00,2
1069,2410.00,2
1070,2409.00,2
1071,2423.00,2
1072,2439.00,2
1073,2419.00,2
1074,2413.00,2
1075,2423.00,2
1076,2418.00,2
1077,2430.00,2
1078,2430.00,2
1079,2454.00,2
1080,2420.00,2
1081,2421.00,2
1082,2422.00,2
1083,2415.00,2
1084,2413.00,2
1085,2418.00,2
1086,2422.00,2
1087,2417.00,2
1088,2428.00,2
1089,2416.00,2
1090,2427.00,2
1091,2414.00,2
1092,2426.00,2
1093,2455.00,2
1094,2453.00,2
1095,1859.00,2
1096,2436.00,2
1097,2338.00,2
1098,2408.00,2
1099,2406.00,2
1100,2411.00,2
1101,2703.00,2
1102,2244.00,2
1103,1525.00,2
1104,2373.00,2
1105,2999.00,2
1106,2777.00,2
1107,2638.00,2
1108,2635.00,2
1109,2660.00,2
1110,2692.00,2
1111,2483.00,2
1112,2418.00,2
1113,2620.00,2
1114,2724.00,2
1115,2757.00,2
1116,2822.00,2
1117,2722.00,2
1118,2640.00,2
1119,2581.00,2
1120,3560.00,2
1121,2951.00,2
1122,2689.00,2
1123,2525.00,2
1124,2534.00,2
1125,2536.00,2
1126,2425.00,2
1127,2494.00,2
1128,2504.00,2
1129,3039.00,2
1130,3163.00,2
1131,3395.00,2
1132,3359.00,2
1133,2930.00,2
1134,2804.00,2
1135,2788.00,2
1136,2765.00,2
1137,2787.00,2
1138,2802.00,2
1139,2781.00,2
1140,2767.00,2
1141,2807.00,2
1142,2809.00,2
1143,2791.00,2
1144,2793.00,2
1145,2816.00,2
1146,2955.00,2
1147,3002.00,2
1148,2972.00,2
1149,2905.00,2
1150,2880.00,2
1151,2842.00,2
1152,2875.00,2
1153,2818.00,2
1154,2807.00,2
1155,2803.00,2
1156,2805.00,2
1157,2807.00,2
1158,2733.00,2
1159,3001.00,2
1160,2964.00,2
1161,3037.00,2
1162,2963.00,2
1163,2839.00,2
1164,2803.00,2
1165,897.00,2
,385.00,3
,7.00,3
,1.00,3
,1.00,3
,5.00,3
,2.00,3
,6.00,3
,1.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,2.00,3
,2.00,3
,2.00,3
,2.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,1.00,3
,2.00,3
,0.00,3
,0.00,3
,3.00,3
,2.00,3
,2.00,3
,3.00,3
,3.00,3
,3.00,3
,3.00,3
,3.00,3
,153.00,3
,152.00,3
,4.00,3
,5.00,3
,4.00,3
,10.00,3
,3.00,3
,2.00,3
,4.00,3
,4.00,3
,4.00,3
,1.00,3
,2.00,3
,2.00,3
,3.00,3
,3.00,3
,2.00,3
,-14.00,3
,94.00,3
,4.00,3
,4.00,3
,3.00,3
,5.00,3
,14.00,3
,3.00,3
,4.00,3
,4.00,3
,4.00,3
,4.00,3
,4.00,3
,4.00,3
,5.00,3
,0.00,3
,6.00,3
,7.00,3
,8.00,3
,8.00,3
,8.00,3
,9.00,3
,9.00,3
,9.00,3
,9.00,3
,9.00,3
,9.00,3
,10.00,3
,8.00,3
,20.00,3
,8020.00,3
,8020.00,3
,20.00,3
,30.00,3
,10.00,3
,10.00,3
,7.00,3
,0.00,3
,0.00,3
,8.00,3
,10.00,3
,10.00,3
,10.00,3
,10.00,3
,185.00,3
,10.00,3
,15.00,3
,10.00,3
,10.00,3
,10.00,3
,10.00,3
,8.00,3
,10.00,3
,10.00,3
,10.00,3
,7.00,3
,9.00,3
,10.00,3
,15.00,3
,11.00,3
,10.00,3
,12.00,3
,12.00,3
,10.00,3
,12.00,3
,12.00,3
,12.00,3
,10.00,3
,9.00,3
,1.00,3
,15.00,3
,5.00,3
,12.00,3
,16.00,3
,13.00,3
,36.00,3
,12.00,3
,11.00,3
,7.00,3
,2.00,3
,10.00,3
,9.00,3
,10.00,3
,11.00,3
,8.00,3
,13.00,3
,7.00,3
,7.00,3
,7.00,3
,8.00,3
,7.00,3
,7.00,3
,7.00,3
,7.00,3
,7.00,3
,7.00,3
,11.00,3
,6.00,3
,4.00,3
,5.00,3
,4.00,3
,5.00,3
,5.00,3
,5.00,3
,1.00,3
,1.00,3
,6.00,3
,7.00,3
,7.00,3
,7.00,3
,9.00,3
,27.00,3
,48.00,3
,48.00,3
,54.00,3
,18.00,3
,10.00,3
,9.00,3
,8.00,3
,4.00,3
,4.00,3
,4.00,3
,4.00,3
,4.00,3
,40.00,3
,4.00,3
,4.00,3
,2.00,3
,1.00,3
,2.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,1.00,3
,0.00,3
,0.00,3
,2.00,3
,7.00,3
,6.00,3
,5.00,3
,6.00,3
,6.00,3
,6.00,3
,6.00,3
,11.00,3
,3.00,3
,4.00,3
,4.00,3
,12.00,3
,14.00,3
,5.00,3
,14.00,3
,19.00,3
,29.00,3
,12.00,3
,7.00,3
,5.00,3
,5.00,3
,11.00,3
,11.00,3
,9.00,3
,11.00,3
,7.00,3
,17.00,3
,23.00,3
,31.00,3
,19.00,3
,32.00,3
,27.00,3
,24.00,3
,11.00,3
,24.00,3
,24.00,3
,24.00,3
,24.00,3
,24.00,3
,23.00,3
,11.00,3
,36.00,3
,23.00,3
,31.00,3
,11.00,3
,13.00,3
,22.00,3
,25.00,3
,22.00,3
,21.00,3
,33.00,3
,33.00,3
,28.00,3
,31.00,3
,20.00,3
,32.00,3
,38.00,3
,43.00,3
,38.00,3
,42.00,3
,35.00,3
,12.00,3
,42.00,3
,15.00,3
,13.00,3
,12.00,3
,13.00,3
,12.00,3
,9.00,3
,20.00,3
,13.00,3
,734.00,3
,683.00,3
,95.00,3
,65.00,3
,172.00,3
,21.00,3
,51.00,3
,7.00,3
,48.00,3
,15.00,3
,19.00,3
,40.00,3
,38.00,3
,35.00,3
,38.00,3
,38.00,3
,33.00,3
,38.00,3
,14.00,3
,13.00,3
,17.00,3
,23.00,3
,16.00,3
,49.00,3
,14.00,3
,49.00,3
,62.00,3
,56.00,3
,67.00,3
,67.00,3
,65.00,3
,68.00,3
,14.00,3
,14.00,3
,14.00,3
,20.00,3
,22.00,3
,15.00,3
,15.00,3
,17.00,3
,15.00,3
,41.00,3
,13.00,3
,88.00,3
,13.00,3
,26.00,3
,27.00,3
,26.00,3
,15.00,3
,14.00,3
,16.00,3
,15.00,3
,15.00,3
,44.00,3
,37.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,22.00,3
,55.00,3
,118.00,3
,66.00,3
,51.00,3
,79.00,3
,79.00,3
,97.00,3
,33.00,3
,22.00,3
,30.00,3
,32.00,3
,24.00,3
,20.00,3
,31.00,3
,33.00,3
,93.00,3
,34.00,3
,37.00,3
,40.00,3
,36.00,3
,47.00,3
,93.00,3
,37.00,3
,37.00,3
,35.00,3
,30.00,3
,37.00,3
,3.00,3
,24.00,3
,173.00,3
,142.00,3
,135.00,3
,34.00,3
,21.00,3
,23.00,3
,17.00,3
,116.00,3
,94.00,3
,117.00,3
,117.00,3
,117.00,3
,140.00,3
,139.00,3
,143.00,3
,139.00,3
,132.00,3
,141.00,3
,128.00,3
,136.00,3
,131.00,3
,145.00,3
,145.00,3
,177.00,3
,177.00,3
,182.00,3
,85.00,3
,151.00,3
,61.00,3
,46.00,3
,51.00,3
,97.00,3
,60.00,3
,10.00,3
,10.00,3
,8.00,3
,9.00,3
,8.00,3
,11.00,3
,11.00,3
,142.00,3
,150.00,3
,185.00,3
,158.00,3
,136.00,3
,99.00,3
,95.00,3
,113.00,3
,99.00,3
,92.00,3
,78.00,3
,129.00,3
,117.00,3
,112.00,3
,154.00,3
,157.00,3
,157.00,3
,157.00,3
,157.00,3
,155.00,3
,58.00,3
,72.00,3
,56.00,3
,54.00,3
,56.00,3
,56.00,3
,57.00,3
,58.00,3
,57.00,3
,56.00,3
,52.00,3
,44.00,3
,59.00,3
,70.00,3
,156.00,3
,152.00,3
,128.00,3
,147.00,3
,167.00,3
,164.00,3
,164.00,3
,167.00,3
,116.00,3
,117.00,3
,112.00,3
,111.00,3
,112.00,3
,48.00,3
,0.00,3
,157.00,3
,201.00,3
,216.00,3
,97.00,3
,160.00,3
,172.00,3
,171.00,3
,327.00,3
,203.00,3
,208.00,3
,207.00,3
,218.00,3
,215.00,3
,210.00,3
,199.00,3
,210.00,3
,192.00,3
,209.00,3
,204.00,3
,211.00,3
,216.00,3
,282.00,3
,244.00,3
,126.00,3
,10.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,1.00,3
,2.00,3
,5.00,3
,180.00,3
,184.00,3
,134.00,3
,131.00,3
,151.00,3
,165.00,3
,216.00,3
,192.00,3
,153.00,3
,180.00,3
,176.00,3
,175.00,3
,107.00,3
,14.00,3
,15.00,3
,10.00,3
,15.00,3
,19.00,3
,10.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,23.00,3
,8.00,3
,11.00,3
,11.00,3
,24.00,3
,266.00,3
,85.00,3
,108.00,3
,133.00,3
,140.00,3
,150.00,3
,164.00,3
,520.00,3
,204.00,3
,668.00,3
,180.00,3
,2.00,3
,289.00,3
,170.00,3
,327.00,3
,341.00,3
,313.00,3
,113.00,3
,14.00,3
,280.00,3
,357.00,3
,357.00,3
,359.00,3
,355.00,3
,409.00,3
,433.00,3
,414.00,3
,401.00,3
,380.00,3
,235.00,3
,345.00,3
,339.00,3
,363.00,3
,369.00,3
,350.00,3
,389.00,3
,397.00,3
,416.00,3
,413.00,3
,411.00,3
,435.00,3
,394.00,3
,264.00,3
,399.00,3
,385.00,3
,331.00,3
,401.00,3
,380.00,3
,315.00,3
,553.00,3
,171.00,3
,416.00,3
,382.00,3
,382.00,3
,414.00,3
,446.00,3
,409.00,3
,453.00,3
,448.00,3
,574.00,3
,536.00,3
,565.00,3
,578.00,3
,539.00,3
,551.00,3
,423.00,3
,350.00,3
,563.00,3
,599.00,3
,592.00,3
,581.00,3
,360.00,3
,552.00,3
,310.00,3
,447.00,3
,588.00,3
,701.00,3
,527.00,3
,605.00,3
,661.00,3
,622.00,3
,680.00,3
,466.00,3
,768.00,3
,734.00,3
,784.00,3
,754.00,3
,791.00,3
,848.00,3
,794.00,3
,750.00,3
,542.00,3
,551.00,3
,710.00,3
,580.00,3
,515.00,3
,606.00,3
,693.00,3
,626.00,3
,695.00,3
,890.00,3
,864.00,3
,927.00,3
,928.00,3
,1122.00,3
,1098.00,3
,1316.00,3
,1321.00,3
,1318.00,3
,1131.00,3
,1254.00,3
,1343.00,3
,1136.00,3
,1280.00,3
,1389.00,3
,1352.00,3
,1401.00,3
,1462.00,3
,1457.00,3
,1466.00,3
,1490.00,3
,1756.00,3
,1448.00,3
,1070.00,3
,1509.00,3
,1647.00,3
,1641.00,3
,1592.00,3
,1738.00,3
,1681.00,3
,1688.00,3
,879.00,3
,639.00,3
,1703.00,3
,1652.00,3
,1377.00,3
,1786.00,3
,1796.00,3
,1856.00,3
,1850.00,3
,1593.00,3
,1940.00,3
,1390.00,3
,2133.00,3
,2441.00,3
,0.00,3
,1790.00,3
,1808.00,3
,1802.00,3
,1578.00,3
,807.00,3
,2405.00,3
,1900.00,3
,1440.00,3
,969.00,3
,1564.00,3
,1656.00,3
,2058.00,3
,1776.00,3
,2038.00,3
,1865.00,3
,2123.00,3
,2121.00,3
,2134.00,3
,1878.00,3
,2066.00,3
,1954.00,3
,2028.00,3
,2180.00,3
,2193.00,3
,2215.00,3
,2390.00,3
,2510.00,3
,2752.00,3
,618.00,3
,2499.00,3
,2429.00,3
,2679.00,3
,2574.00,3
,2466.00,3
,2653.00,3
,2856.00,3
,2664.00,3
,2685.00,3
,2609.00,3
,2604.00,3
,2637.00,3
,1789.00,3
,2285.00,3
,2296.00,3
,2165.00,3
,2145.00,3
,2313.00,3
,2080.00,3
,2347.00,3
,2517.00,3
,2483.00,3
,2235.00,3
,2015.00,3
,1524.00,3
,2251.00,3
,1495.00,3
,1858.00,3
,2224.00,3
,2229.00,3
,2245.00,3
,2255.00,3
,1234.00,3
,2333.00,3
,2110.00,3
,2263.00,3
,2305.00,3
,2298.00,3
,2506.00,3
,2486.00,3
,2473.00,3
,2335.00,3
,2355.00,3
,2449.00,3
,2317.00,3
,2564.00,3
,2754.00,3
,2542.00,3
,2796.00,3
,2667.00,3
,2657.00,3
,2595.00,3
,2589.00,3
,2688.00,3
,2847.00,3
,2472.00,3
,1788.00,3
,2876.00,3
,2760.00,3
,1650.00,3
,1318.00,3
,2797.00,3
,2719.00,3
,2639.00,3
,3018.00,3
,2920.00,3
,2908.00,3
,2913.00,3
,2743.00,3
,2847.00,3
,2607.00,3
,2701.00,3
,2424.00,3
,2809.00,3
,2932.00,3
,2836.00,3
,2891.00,3
,2836.00,3
,2385.00,3
,3005.00,3
,2997.00,3
,2963.00,3
,2957.00,3
,2953.00,3
,2857.00,3
,2863.00,3
,2863.00,3
,2868.00,3
,2839.00,3
,2863.00,3
,2874.00,3
,2899.00,3
,3483.00,3
,3443.00,3
,3441.00,3
,3508.00,3
,3438.00,3
,3493.00,3
,3545.00,3
,2751.00,3
,3558.00,3
,3253.00,3
,2538.00,3
,2565.00,3
,2333.00,3
,2446.00,3
,2446.00,3
,1901.00,3
,2788.00,3
,3022.00,3
,3033.00,3
,3060.00,3
,3224.00,3
,3238.00,3
,3248.00,3
,3251.00,3
,3257.00,3
,3259.00,3
,3262.00,3
,3246.00,3
,3249.00,3
,3257.00,3
,3260.00,3
,3277.00,3
,3273.00,3
,3015.00,3
,3439.00,3
,2881.00,3
,3453.00,3
,3457.00,3
,3363.00,3
,3375.00,3
,3382.00,3
,3394.00,3
,3391.00,3
,3193.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,2078.00,3
,1690.00,3
,1610.00,3
,2113.00,3
,2660.00,3
,2820.00,3
,3009.00,3
,3261.00,3
,3188.00,3
,3472.00,3
,3324.00,3
,3503.00,3
,3085.00,3
,3160.00,3
,3456.00,3
,3615.00,3
,3520.00,3
,4131.00,3
,4066.00,3
,4001.00,3
,3152.00,3
,4006.00,3
,3371.00,3
,386.00,3
,1442.00,3
,0.00,3
,2879.00,3
,3303.00,3
,3039.00,3
,3060.00,3
,2741.00,3
,3102.00,3
,2563.00,3
,2617.00,3
,2959.00,3
,2839.00,3
,2219.00,3
,2073.00,3
,2998.00,3
,3454.00,3
,1765.00,3
,3489.00,3
,3295.00,3
,3487.00,3
,3377.00,3
,3273.00,3
,3235.00,3
,3276.00,3
,3260.00,3
,3298.00,3
,3315.00,3
,3400.00,3
,3413.00,3
,3448.00,3
,3416.00,3
,3475.00,3
,3468.00,3
,3532.00,3
,3494.00,3
,3490.00,3
,3495.00,3
,3491.00,3
,3519.00,3
,3676.00,3
,3492.00,3
,3431.00,3
,3454.00,3
,3500.00,3
,3433.00,3
,3435.00,3
,3472.00,3
,2992.00,3
,3784.00,3
,3600.00,3
,3668.00,3
,3792.00,3
,3737.00,3
,3857.00,3
,439.00,3
,2837.00,3
,2471.00,3
,3465.00,3
,3426.00,3
,3496.00,3
,3444.00,3
,3723.00,3
,3526.00,3
,3578.00,3
,3635.00,3
,3681.00,3
,3721.00,3
,3754.00,3
,3726.00,3
,3664.00,3
,3621.00,3
,3604.00,3
,3619.00,3
,3623.00,3
,3568.00,3
,3710.00,3
,3546.00,3
,3553.00,3
,3198.00,3
,3641.00,3
,3564.00,3
,3575.00,3
,3644.00,3
,3684.00,3
,3629.00,3
,3591.00,3
,3598.00,3
,3658.00,3
,3574.00,3
,3587.00,3
,3629.00,3
,3640.00,3
,3705.00,3
,3693.00,3
,3693.00,3
,3668.00,3
,3666.00,3
,3093.00,3
,3617.00,3
,3511.00,3
,3634.00,3
,3480.00,3
,3718.00,3
,3768.00,3
,3829.00,3
,3796.00,3
,3803.00,3
,3807.00,3
,3808.00,3
,3634.00,3
,3640.00,3
,3652.00,3
,3820.00,3
,3989.00,3
,3917.00,3
,3945.00,3
,3929.00,3
,3805.00,3
,3808.00,3
,3808.00,3
,3755.00,3
,3785.00,3
,3695.00,3
,3735.00,3
,3742.00,3
,3729.00,3
,3723.00,3
,3726.00,3
,3736.00,3
,3787.00,3
,3782.00,3
,3735.00,3
,2355.00,3
,1739.00,3
,3859.00,3
,3912.00,3
,3755.00,3
,3892.00,3
,3793.00,3
,3995.00,3
,3776.00,3
,2842.00,3
,1230.00,3
,1627.00,3
,4028.00,3
,3531.00,3
,3741.00,3
,3735.00,3
,3956.00,3
,3809.00,3
,3683.00,3
,3694.00,3
,3716.00,3
,3683.00,3
,3635.00,3
,3642.00,3
,3643.00,3
,3679.00,3
,3635.00,3
,3604.00,3
,3673.00,3
,3652.00,3
,3666.00,3
,3624.00,3
,3666.00,3
,3642.00,3
,3651.00,3
,3340.00,3
,3655.00,3
,3794.00,3
,3627.00,3
,3684.00,3
,3687.00,3
,1604.00,3
,3825.00,3
,3931.00,3
,3992.00,3
,3978.00,3
,3873.00,3
,3688.00,3
,3795.00,3
,3770.00,3
,3726.00,3
,3673.00,3
,3806.00,3
,3789.00,3
,3787.00,3
,3722.00,3
,3792.00,3
,3787.00,3
,3792.00,3
,3796.00,3
,4120.00,3
,3934.00,3
,3777.00,3
,3901.00,3
,3863.00,3
,3786.00,3
,3816.00,3
,3724.00,3
,3761.00,3
,3816.00,3
,3885.00,3
,3905.00,3
,3914.00,3
,3979.00,3
,3872.00,3
,3866.00,3
,3937.00,3
,3914.00,3
,3914.00,3
,3922.00,3
,3929.00,3
,3940.00,3
,3944.00,3
,3872.00,3
,3867.00,3
,3872.00,3
,3869.00,3
,3866.00,3
,3796.00,3
,3866.00,3
,3871.00,3
,3870.00,3
,3866.00,3
,3862.00,3
,3864.00,3
,3865.00,3
,3180.00,3
,3663.00,3
,3923.00,3
,3935.00,3
,3938.00,3
,3932.00,3
,3937.00,3
,3826.00,3
,3736.00,3
,3847.00,3
,3851.00,3
,3844.00,3
,3922.00,3
,3938.00,3
,3951.00,3
,3952.00,3
,3951.00,3
,3955.00,3
,3907.00,3
,3888.00,3
,3895.00,3
,3887.00,3
,2263.00,3
,3845.00,3
,3934.00,3
,3943.00,3
,3946.00,3
,3944.00,3
,3922.00,3
,3923.00,3
,3933.00,3
,3934.00,3
,3925.00,3
,3925.00,3
,3926.00,3
,3926.00,3
,3862.00,3
,3960.00,3
,3932.00,3
,3940.00,3
,1693.00,3
,0.00,3
,0.00,3
,3067.00,3
,1087.00,3
,931.00,3
,1282.00,3
,0.00,3
,605.00,3
,2399.00,3
,0.00,3
,2350.00,3
,2762.00,3
,0.00,3
,0.00,3
,171.00,3
,1516.00,3
,0.00,3
,0.00,3
,2857.00,3
,3199.00,3
,830.00,3
,0.00,3
,0.00,3
,2282.00,3
,2637.00,3
,0.00,3
,603.00,3
,3110.00,3
,200.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,842.00,3
,3092.00,3
,3686.00,3
,3291.00,3
,3338.00,3
,3377.00,3
,3541.00,3
,3625.00,3
,3652.00,3
,3666.00,3
,3681.00,3
,3715.00,3
,3719.00,3
,3725.00,3
,3743.00,3
,3764.00,3
,3773.00,3
,3784.00,3
,3797.00,3
,3810.00,3
,3817.00,3
,3758.00,3
,3115.00,3
,3771.00,3
,3786.00,3
,3751.00,3
,3699.00,3
,3689.00,3
,3681.00,3
,3633.00,3
,3632.00,3
,3630.00,3
,3631.00,3
,3630.00,3
,3747.00,3
,3720.00,3
,3679.00,3
,3690.00,3
,3693.00,3
,3694.00,3
,2667.00,3
,4692.00,3
,4181.00,3
,3869.00,3
,3745.00,3
,3892.00,3
,3669.00,3
,3679.00,3
,3650.00,3
,3568.00,3
,3498.00,3
,3453.00,3
,3446.00,3
,3451.00,3
,3454.00,3
,3820.00,3
,3805.00,3
,3872.00,3
,3849.00,3
,3879.00,3
,3917.00,3
,3923.00,3
,3931.00,3
,3929.00,3
,1520.00,3
,1909.00,3
,4099.00,3
,4272.00,3
,4112.00,3
,4147.00,3
,4148.00,3
,2902.00,3
,2337.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,704.00,3
,3990.00,3
,4017.00,3
,3965.00,3
,3967.00,3
,3948.00,3
,1642.00,3
,2013.00,3
,4012.00,3
,4034.00,3
,4035.00,3
,4021.00,3
,4032.00,3
,4046.00,3
,4055.00,3
,4064.00,3
,4067.00,3
,4083.00,3
,4094.00,3
,3985.00,3
,2998.00,3
,3088.00,3
,2143.00,3
,244.00,3
,2864.00,3
,2035.00,3
,0.00,3
,4020.00,3
,3661.00,3
,0.00,3
,3868.00,3
,3588.00,3
,3060.00,3
,2313.00,3
,3894.00,3
,3864.00,3
,3839.00,3
,3876.00,3
,3875.00,3
,2623.00,3
,10.00,3
,2360.00,3
,1499.00,3
,0.00,3
,3952.00,3
,4001.00,3
,3998.00,3
,3758.00,3
,261.00,3
,3854.00,3
,3833.00,3
,3744.00,3
,4047.00,3
,3942.00,3
,3743.00,3
,1679.00,3
,1988.00,3
,3868.00,3
,3869.00,3
,2247.00,3
,1819.00,3
,3989.00,3
,5017.00,3
,4548.00,3
,3653.00,3
,3864.00,3
,4370.00,3
,4399.00,3
,4439.00,3
,4469.00,3
,4470.00,3
,4465.00,3
,4521.00,3
,3495.00,3
,6392.00,3
,6109.00,3
,4658.00,3
,4500.00,3
,4616.00,3
,4631.00,3
,4642.00,3
,4658.00,3
,4658.00,3
,4657.00,3
,4586.00,3
,4590.00,3
,4592.00,3
,4597.00,3
,4594.00,3
,4607.00,3
,4537.00,3
,4614.00,3
,4611.00,3
,4615.00,3
,4598.00,3
,4613.00,3
,4615.00,3
,4617.00,3
,4617.00,3
,4618.00,3
,4634.00,3
,4644.00,3
,4640.00,3
,4645.00,3
,4654.00,3
,4657.00,3
,4168.00,3
,4688.00,3
,4329.00,3
,4578.00,3
,4609.00,3
,4610.00,3
,4628.00,3
,4525.00,3
,4533.00,3
,4544.00,3
,4466.00,3
,4853.00,3
,4377.00,3
,4743.00,3
,4568.00,3
,4662.00,3
,4600.00,3
,4577.00,3
,4575.00,3
,4571.00,3
,4547.00,3
,4569.00,3
,4606.00,3
,4651.00,3
,4654.00,3
,4663.00,3
,4676.00,3
,4676.00,3
,4660.00,3
,4681.00,3
,4678.00,3
,4652.00,3
,4650.00,3
,4653.00,3
,4662.00,3
,4658.00,3
,4672.00,3
,4718.00,3
,4675.00,3
,4752.00,3
,4707.00,3
,4723.00,3
,4726.00,3
,4774.00,3
,4715.00,3
,4731.00,3
,2724.00,3
,4631.00,3
,4657.00,3
,4691.00,3
,4743.00,3
,4619.00,3
,4603.00,3
,4603.00,3
,4592.00,3
,4526.00,3
,4578.00,3
,4609.00,3
,4587.00,3
,4521.00,3
,4597.00,3
,4589.00,3
,4572.00,3
,4544.00,3
,4556.00,3
,4562.00,3
,4911.00,3
,5218.00,3
,4360.00,3
,4459.00,3
,3237.00,3
,4434.00,3
,4375.00,3
,4304.00,3
,4438.00,3
,4475.00,3
,4482.00,3
,4467.00,3
,4471.00,3
,4482.00,3
,4494.00,3
,4465.00,3
,4469.00,3
,4483.00,3
,4499.00,3
,4501.00,3
,4530.00,3
,4538.00,3
,4552.00,3
,4600.00,3
,4582.00,3
,4600.00,3
,4150.00,3
,4582.00,3
,4617.00,3
,4606.00,3
,4581.00,3
,4596.00,3
,4608.00,3
,2894.00,3
,4839.00,3
,4556.00,3
,4553.00,3
,4492.00,3
,4372.00,3
,4481.00,3
,4508.00,3
,4520.00,3
,4389.00,3
,4423.00,3
,4086.00,3
,4596.00,3
,4464.00,3
,4476.00,3
,4479.00,3
,4435.00,3
,4403.00,3
,4387.00,3
,4531.00,3
,4540.00,3
,4574.00,3
,4549.00,3
,4518.00,3
,4542.00,3
,4558.00,3
,4564.00,3
,4558.00,3
,4552.00,3
,4548.00,3
,4567.00,3
,4560.00,3
,4576.00,3
,4579.00,3
,4602.00,3
,4599.00,3
,4588.00,3
,4563.00,3
,4525.00,3
,4542.00,3
,4549.00,3
,4557.00,3
,4562.00,3
,4551.00,3
,4521.00,3
,4508.00,3
,4546.00,3
,4623.00,3
,4647.00,3
,4643.00,3
,4631.00,3
,4653.00,3
,4650.00,3
,4710.00,3
,-458.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
,0.00,3
